"Mcode","McodeDescription","ParentMCode","DiseasePath","OmniDisease_ID","Active_Flag"
"MD-1016","Others","MD-0245","Appendix / Non-epithelial tumors / Others",,0
"MD-1017","Spindle cell type","MD-0250","Unknown primary / Malignant tumor / Spindle cell type",,0
"MD-1018","Adenocarcinoma 8140/3","MD-0254","Ureter / Glandular neoplasms / Adenocarcinoma 8140|3","OmniDx_0043",-1
"MD-1019","Angiosarcoma 9120/3","MD-0257","Ureter / Mesenchymal tumors / Angiosarcoma 9120|3","OmniDx_0068",-1
"MD-1020","Carcinoid 8240/3","MD-0259","Ureter / Neuroendocrine tumors / Carcinoid 8240|3","OmniDx_0063",-1
"MD-1021","Carcinoma of Skene, Cowper, and Littre glands","MD-0258","Ureter / Miscellaneous tumors / Carcinoma of Skene, Cowper, and Littre glands","OmniDx_0043",-1
"MD-1022","Giant cell 8031/3","MD-0261","Ureter / Urothelial tumor / Giant cell 8031|3",,0
"MD-1023","Hemangioma 9120/0","MD-0257","Ureter / Mesenchymal tumors / Hemangioma 9120|0","OmniDx_0040",-1
"MD-1024","Infiltrating urothelial carcinoma 8120/3","MD-0261","Ureter / Urothelial tumor / Infiltrating urothelial carcinoma 8120|3","OmniDx_0043",-1
"MD-1025","Leiomyoma 8890/0","MD-0257","Ureter / Mesenchymal tumors / Leiomyoma 8890|0","OmniDx_0068",-1
"MD-1026","Leiomyosarcoma 8890/3","MD-0257","Ureter / Mesenchymal tumors / Leiomyosarcoma 8890|3","OmniDx_0068",-1
"MD-1027","Lymphoepithelioma-like 8082/3","MD-0261","Ureter / Urothelial tumor / Lymphoepithelioma-like 8082|3",,0
"MD-1028","Lymphoma","MD-0255","Ureter / Hematopoietic and Lymphoid tumors / Lymphoma",,0
"MD-1029","Malignant fibrous histiocytoma 8830/3","MD-0257","Ureter / Mesenchymal tumors / Malignant fibrous histiocytoma 8830|3","OmniDx_0068",-1
"MD-1030","Malignant melanoma 8720/3","MD-0256","Ureter / Melanocytic tumors / Malignant melanoma 8720|3","OmniDx_0005",-1
"MD-1031","Metastatic tumors and tumors extending for other organs","MD-0258","Ureter / Miscellaneous tumors / Metastatic tumors and tumors extending for other organs",,0
"MD-1032","Micropapillary 8131/3","MD-0261","Ureter / Urothelial tumor / Micropapillary 8131|3","OmniDx_0043",-1
"MD-1033","Nevus","MD-0256","Ureter / Melanocytic tumors / Nevus",,0
"MD-1034","Non-invasive urothelial neoplasias","MD-0261","Ureter / Urothelial tumor / Non-invasive urothelial neoplasias",,0
"MD-1035","Osteosarcoma 9180/3","MD-0257","Ureter / Mesenchymal tumors / Osteosarcoma 9180|3","OmniDx_0068",-1
"MD-1036","Other","MD-0257","Ureter / Mesenchymal tumors / Other","OmniDx_0068",-1
"MD-1037","Paraganglioma 8680/1","MD-0259","Ureter / Neuroendocrine tumors / Paraganglioma 8680|1","OmniDx_0063",-1
"MD-1038","Plasmacytoma 9731/3","MD-0255","Ureter / Hematopoietic and Lymphoid tumors / Plasmacytoma 9731|3",,0
"MD-1039","Rhabdomyosarcoma 8900/3","MD-0257","Ureter / Mesenchymal tumors / Rhabdomyosarcoma 8900|3","OmniDx_0068",-1
"MD-1040","Sarcomatoid 8122/3","MD-0261","Ureter / Urothelial tumor / Sarcomatoid 8122|3","OmniDx_0043",-1
"MD-1041","Small cell carcinoma 8041/3","MD-0259","Ureter / Neuroendocrine tumors / Small cell carcinoma 8041|3","OmniDx_0063",-1
"MD-1042","Squamous cell carcinoma 8070/3","MD-0260","Ureter / Squamous neoplasms / Squamous cell carcinoma 8070|3","OmniDx_0043",-1
"MD-1043","Squamous cell papilloma 8052/0","MD-0260","Ureter / Squamous neoplasms / Squamous cell papilloma 8052|0",,0
"MD-1044","Undifferentiated 8020/3","MD-0261","Ureter / Urothelial tumor / Undifferentiated 8020|3","OmniDx_0043",-1
"MD-1045","Verrucous carcinoma 8070/3","MD-0260","Ureter / Squamous neoplasms / Verrucous carcinoma 8070|3",,0
"MD-1046","Villous adenoma 8261/0","MD-0254","Ureter / Glandular neoplasms / Villous adenoma 8261|0",,0
"MD-1047","Ectopic tumors of the thymus","MD-0267","Mediastinum & Thymus / Rare tumors of the mediastinum / Ectopic tumors of the thymus",,0
"MD-1048","GCTs of more than one histological type (mixed GCT)","MD-0263","Mediastinum & Thymus / Germ Cell Tumors / GCTs of more than one histological type (mixed GCT)","OmniDx_0074",-1
"MD-1049","GCTs of one histological type (pure GCTs)","MD-0263","Mediastinum & Thymus / Germ Cell Tumors / GCTs of one histological type (pure GCTs)","OmniDx_0074",-1
"MD-1050","GCTs with associated hematological malignancy","MD-0263","Mediastinum & Thymus / Germ Cell Tumors / GCTs with associated hematological malignancy",,0
"MD-1051","GCTs with somatic-type malignancy","MD-0263","Mediastinum & Thymus / Germ Cell Tumors / GCTs with somatic-type malignancy",,0
"MD-1052","Leiomyomatous tumors","MD-0265","Mediastinum & Thymus / Mesenchymal tumors of the thymus and mediastinum / Leiomyomatous tumors",,0
"MD-1053","Lipoma of the mediastinum 8850/0","MD-0265","Mediastinum & Thymus / Mesenchymal tumors of the thymus and mediastinum / Lipoma of the mediastinum 8850|0",,0
"MD-1054","Liposarcoma of the mediastinum 8850/3","MD-0265","Mediastinum & Thymus / Mesenchymal tumors of the thymus and mediastinum / Liposarcoma of the mediastinum 8850|3","OmniDx_0046",-1
"MD-1055","Rhabdomyosarcoma 8900/3","MD-0265","Mediastinum & Thymus / Mesenchymal tumors of the thymus and mediastinum / Rhabdomyosarcoma 8900|3","OmniDx_0068",-1
"MD-1056","Solitary fibrous tumor 8815/0","MD-0265","Mediastinum & Thymus / Mesenchymal tumors of the thymus and mediastinum / Solitary fibrous tumor 8815|0","OmniDx_0068",-1
"MD-1057","Synovial sarcoma 9040/3","MD-0265","Mediastinum & Thymus / Mesenchymal tumors of the thymus and mediastinum / Synovial sarcoma 9040|3","OmniDx_0068",-1
"MD-1058","Thymolipoma 8850/0","MD-0265","Mediastinum & Thymus / Mesenchymal tumors of the thymus and mediastinum / Thymolipoma 8850|0",,0
"MD-1059","Thymoma 8580/1","MD-0262","Mediastinum & Thymus / Epithelial tumors / Thymoma 8580|1","OmniDx_0074",-1
"MD-1060","Tumors of the peripheral nerves","MD-0265","Mediastinum & Thymus / Mesenchymal tumors of the thymus and mediastinum / Tumors of the peripheral nerves","OmniDx_0068",-1
"MD-1061","Vascular neoplasms","MD-0265","Mediastinum & Thymus / Mesenchymal tumors of the thymus and mediastinum / Vascular neoplasms","OmniDx_0068",-1
"MD-1062","Benign Adenoma 8140/0","MD-0268","Gallbladder & Extrahepatic bile duct / Epithelial tumors / Benign Adenoma 8140|0",,0
"MD-1063","Carcinoid tumor 8240/3","MD-0268","Gallbladder & Extrahepatic bile duct / Epithelial tumors / Carcinoid tumor 8240|3","OmniDx_0063",-1
"MD-1064","Goblet cell carcinoid 8243/3","MD-0268","Gallbladder & Extrahepatic bile duct / Epithelial tumors / Goblet cell carcinoid 8243|3","OmniDx_0037",-1
"MD-1065","Granular cell tumor 9580/0","MD-0270","Gallbladder & Extrahepatic bile duct / Non-epithelial tumours / Granular cell tumor 9580|0","OmniDx_0068",-1
"MD-1066","Intraepithelial neoplasia (dysplasia and carcinoma in situ)","MD-0268","Gallbladder & Extrahepatic bile duct / Epithelial tumors / Intraepithelial neoplasia (dysplasia and carcinoma in situ)",,0
"MD-1067","Kaposi sarcoma 9140/3","MD-0270","Gallbladder & Extrahepatic bile duct / Non-epithelial tumours / Kaposi sarcoma 9140|3","OmniDx_0042",-1
"MD-1068","Leiomyoma 8890/0","MD-0270","Gallbladder & Extrahepatic bile duct / Non-epithelial tumours / Leiomyoma 8890|0","OmniDx_0068",-1
"MD-1069","Leiomyosaccoma 8890/3","MD-0270","Gallbladder & Extrahepatic bile duct / Non-epithelial tumours / Leiomyosaccoma 8890|3","OmniDx_0068",-1
"MD-1070","Malignant carcinoma","MD-0268","Gallbladder & Extrahepatic bile duct / Epithelial tumors / Malignant carcinoma","OmniDx_0037",-1
"MD-1071","Mixed carcinoid-adenocarcinoma8244/3","MD-0268","Gallbladder & Extrahepatic bile duct / Epithelial tumors / Mixed carcinoid-adenocarcinoma8244|3","OmniDx_0037",-1
"MD-1072","Rhabdomyosarcoma 8900/3","MD-0270","Gallbladder & Extrahepatic bile duct / Non-epithelial tumours / Rhabdomyosarcoma 8900|3","OmniDx_0068",-1
"MD-1073","Tubular carcinoid 8245/1","MD-0268","Gallbladder & Extrahepatic bile duct / Epithelial tumors / Tubular carcinoid 8245|1","OmniDx_0063",-1
"MD-1074","Clear cell","MD-0272","Bladder / Glandular neoplasms / Adenocarcinoma / Clear cell",,0
"MD-1075","Enteric","MD-0272","Bladder / Glandular neoplasms / Adenocarcinoma / Enteric",,0
"MD-1076","High Grade","MD-0278","Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / High Grade","OmniDx_0019",-1
"MD-1077","Inverted urothelial papilloma","MD-0288","Bladder / Urothelial tumor / Non-invasive urothelial neoplasias / Inverted urothelial papilloma",,0
"MD-1078","Low Grade","MD-0278","Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / Low Grade","OmniDx_0019",-1
"MD-1079","Lymphoma-like","MD-0281","Bladder / Urothelial tumor / Lymphoepithelioma-like / Lymphoma-like",,0
"MD-1080","Microcystic","MD-0278","Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / Microcystic",,0
"MD-1081","Mucinous","MD-0272","Bladder / Glandular neoplasms / Adenocarcinoma / Mucinous",,0
"MD-1082","Nested","MD-0278","Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / Nested",,0
"MD-1083","Non-invasive papillary urothelial carcinoma, high grade","MD-0288","Bladder / Urothelial tumor / Non-invasive urothelial neoplasias / Non-invasive papillary urothelial carcinoma, high grade","OmniDx_0019",-1
"MD-1084","Non-invasive papillary urothelial carcinoma, low grade","MD-0288","Bladder / Urothelial tumor / Non-invasive urothelial neoplasias / Non-invasive papillary urothelial carcinoma, low grade","OmniDx_0019",-1
"MD-1085","Non-invasive papillary urothelial neoplasm of low malignant potential","MD-0288","Bladder / Urothelial tumor / Non-invasive urothelial neoplasias / Non-invasive papillary urothelial neoplasm of low malignant potential","OmniDx_0019",-1
"MD-1086","Plasmacytoid","MD-0281","Bladder / Urothelial tumor / Lymphoepithelioma-like / Plasmacytoid",,0
"MD-1087","Signet-ring cell","MD-0272","Bladder / Glandular neoplasms / Adenocarcinoma / Signet-ring cell",,0
"MD-1088","Urothelial carcinoma in situ","MD-0288","Bladder / Urothelial tumor / Non-invasive urothelial neoplasias / Urothelial carcinoma in situ","OmniDx_0019",-1
"MD-1089","Urothelial papilloma","MD-0288","Bladder / Urothelial tumor / Non-invasive urothelial neoplasias / Urothelial papilloma",,0
"MD-1090","with glandular differentiation","MD-0278","Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / with glandular differentiation","OmniDx_0019",-1
"MD-1091","with squamous differentiation","MD-0278","Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / with squamous differentiation","OmniDx_0019",-1
"MD-1092","with trophoblastic differentiation","MD-0278","Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / with trophoblastic differentiation",,0
"MD-1093","Adamantinomatous","MD-0304","Brain / Tumours of the sellar region / Craniopharyngioma / Adamantinomatous",,0
"MD-1094","Anaplastic astrocytoma","MD-0301","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Anaplastic astrocytoma","OmniDx_0032",-1
"MD-1095","Anaplastic ependymoma","MD-0307","Brain / Tumors of Neuroepithelial Tissue / Ependymal tumours / Anaplastic ependymoma","OmniDx_0032",-1
"MD-1096","Anaplastic ganglioglioma","MD-0317","Brain / Tumors of Neuroepithelial Tissue / Neuronal and mixed neuronal-glial tumours / Anaplastic ganglioglioma","OmniDx_0032",-1
"MD-1097","Anaplastic oligoastrocytoma","MD-0315","Brain / Tumors of Neuroepithelial Tissue / Mixed gliomas / Anaplastic oligoastrocytoma","OmniDx_0032",-1
"MD-1098","Anaplastic oligodendroglioma","MD-0318","Brain / Tumors of Neuroepithelial Tissue / Oligodendroglial tumours / Anaplastic oligodendroglioma","OmniDx_0032",-1
"MD-1099","Angiolipoma","MD-0313","Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Angiolipoma","OmniDx_0068",-1
"MD-1100","Angiosarcoma","MD-0313","Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Angiosarcoma","OmniDx_0068",-1
"MD-1101","Astroblastoma","MD-0309","Brain / Tumors of Neuroepithelial Tissue / Glial tumours of uncertain origin / Astroblastoma","OmniDx_0032",-1
"MD-1102","Atypical teratoid/rhabdoid tumour","MD-0306","Brain / Tumors of Neuroepithelial Tissue / Embryonal tumours / Atypical teratoid|rhabdoid tumour","OmniDx_0032",-1
"MD-1103","Central neurocytoma","MD-0317","Brain / Tumors of Neuroepithelial Tissue / Neuronal and mixed neuronal-glial tumours / Central neurocytoma","OmniDx_0032",-1
"MD-1104","Cerebellar liponeurocytoma","MD-0317","Brain / Tumors of Neuroepithelial Tissue / Neuronal and mixed neuronal-glial tumours / Cerebellar liponeurocytoma","OmniDx_0032",-1
"MD-1105","Chondroma","MD-0313","Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Chondroma","OmniDx_0068",-1
"MD-1106","Chondrosarcoma","MD-0313","Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Chondrosarcoma","OmniDx_0068",-1
"MD-1107","Chordoid glioma of the 3rd ventricle","MD-0309","Brain / Tumors of Neuroepithelial Tissue / Glial tumours of uncertain origin / Chordoid glioma of the 3rd ventricle","OmniDx_0032",-1
"MD-1108","Choroid plexus carcinoma","MD-0303","Brain / Tumors of Neuroepithelial Tissue / Choroid plexus tumours / Choroid plexus carcinoma","OmniDx_0032",-1
"MD-1109","Choroid plexus papilloma","MD-0303","Brain / Tumors of Neuroepithelial Tissue / Choroid plexus tumours / Choroid plexus papilloma","OmniDx_0032",-1
"MD-1110","Desmoplastic infantile astrocytoma / ganglioglioma","MD-0317","Brain / Tumors of Neuroepithelial Tissue / Neuronal and mixed neuronal-glial tumours / Desmoplastic infantile astrocytoma | ganglioglioma","OmniDx_0032",-1
"MD-1111","Diffuse astrocytoma 1","MD-0301","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Diffuse astrocytoma 1","OmniDx_0032",-1
"MD-1112","Diffuse melanocytosis","MD-0321","Brain / Tumors of the Meninges / Primary melanocytic lesions / Diffuse melanocytosis",,0
"MD-1113","Dysembryoplastic neuroepithelial tumour","MD-0317","Brain / Tumors of Neuroepithelial Tissue / Neuronal and mixed neuronal-glial tumours / Dysembryoplastic neuroepithelial tumour","OmniDx_0032",-1
"MD-1114","Dysplastic gangliocytoma of cerebellum (Lhermitte-Duclos)","MD-0317","Brain / Tumors of Neuroepithelial Tissue / Neuronal and mixed neuronal-glial tumours / Dysplastic gangliocytoma of cerebellum (Lhermitte-Duclos)","OmniDx_0032",-1
"MD-1115","Ependymoblastoma","MD-0306","Brain / Tumors of Neuroepithelial Tissue / Embryonal tumours / Ependymoblastoma","OmniDx_0032",-1
"MD-1116","Ependymoma","MD-0307","Brain / Tumors of Neuroepithelial Tissue / Ependymal tumours / Ependymoma","OmniDx_0032",-1
"MD-1117","Epithelioid haemangioendothelioma","MD-0313","Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Epithelioid haemangioendothelioma","OmniDx_0068",-1
"MD-1118","Fibrosarcoma","MD-0313","Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Fibrosarcoma","OmniDx_0068",-1
"MD-1119","Gangliocytoma","MD-0317","Brain / Tumors of Neuroepithelial Tissue / Neuronal and mixed neuronal-glial tumours / Gangliocytoma","OmniDx_0032",-1
"MD-1120","Ganglioglioma","MD-0317","Brain / Tumors of Neuroepithelial Tissue / Neuronal and mixed neuronal-glial tumours / Ganglioglioma","OmniDx_0032",-1
"MD-1121","Glioblastoma","MD-0301","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Glioblastoma","OmniDx_0032",-1
"MD-1122","Gliomatosis cerebri","MD-0309","Brain / Tumors of Neuroepithelial Tissue / Glial tumours of uncertain origin / Gliomatosis cerebri","OmniDx_0032",-1
"MD-1123","Haemangioblastoma","MD-0324","Brain / Tumors of the Meninges / Tumours of uncertain histogenesis / Haemangioblastoma","OmniDx_0032",-1
"MD-1124","Haemangioma","MD-0313","Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Haemangioma","OmniDx_0068",-1
"MD-1125","Haemangiopericytoma","MD-0313","Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Haemangiopericytoma","OmniDx_0068",-1
"MD-1126","Hibernoma","MD-0313","Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Hibernoma","OmniDx_0068",-1
"MD-1127","Immature","MD-0322","Brain / Germ cell tumours / Teratoma / Immature","OmniDx_0032",-1
"MD-1128","Kaposi sarcoma","MD-0313","Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Kaposi sarcoma","OmniDx_0042",-1
"MD-1129","Leiomyoma","MD-0313","Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Leiomyoma","OmniDx_0068",-1
"MD-1130","Leiomyosarcoma","MD-0313","Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Leiomyosarcoma","OmniDx_0068",-1
"MD-1131","Lipoma","MD-0313","Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Lipoma","OmniDx_0046",-1
"MD-1132","Liposarcoma (intracranial)","MD-0313","Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Liposarcoma (intracranial)","OmniDx_0046",-1
"MD-1133","Malignant fibrous histiocytoma","MD-0313","Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Malignant fibrous histiocytoma","OmniDx_0068",-1
"MD-1134","Malignant melanoma","MD-0321","Brain / Tumors of the Meninges / Primary melanocytic lesions / Malignant melanoma","OmniDx_0005",-1
"MD-1135","Mature","MD-0322","Brain / Germ cell tumours / Teratoma / Mature","OmniDx_0032",-1
"MD-1136","Medulloblastoma","MD-0306","Brain / Tumors of Neuroepithelial Tissue / Embryonal tumours / Medulloblastoma","OmniDx_0032",-1
"MD-1137","Medulloepithelioma","MD-0306","Brain / Tumors of Neuroepithelial Tissue / Embryonal tumours / Medulloepithelioma","OmniDx_0032",-1
"MD-1138","Melanocytoma","MD-0321","Brain / Tumors of the Meninges / Primary melanocytic lesions / Melanocytoma",,0
"MD-1139","Meningeal melanomatosis","MD-0321","Brain / Tumors of the Meninges / Primary melanocytic lesions / Meningeal melanomatosis",,0
"MD-1140","Meningioma","MD-0323","Brain / Tumors of the Meninges / Tumours of meningothelial cells / Meningioma","OmniDx_0032",-1
"MD-1141","Myxopapillary ependymoma","MD-0307","Brain / Tumors of Neuroepithelial Tissue / Ependymal tumours / Myxopapillary ependymoma",,0
"MD-1142","Neuroblastomas of the adrenal gland and sympathetic nervous system","MD-0316","Brain / Tumors of Neuroepithelial Tissue / Neuroblastic tumours / Neuroblastomas of the adrenal gland and sympathetic nervous system","OmniDx_0032",-1
"MD-1143","Olfactory neuroblastoma (Aesthesioneuroblastoma)","MD-0316","Brain / Tumors of Neuroepithelial Tissue / Neuroblastic tumours / Olfactory neuroblastoma (Aesthesioneuroblastoma)","OmniDx_0032",-1
