"OmniMap_IDX","Resource","ResourceDiseaseID","ResourceDiseaseName","Skip_Flag","Bypass_Flag","OmniDisease_ID","OmniDisease","OmniDiseaseType","MCode","DiseasePath","Receptors","ReceptorsStatus"
1092,"JAX",2600,"laryngeal carcinoma",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1376","Head & Neck / Hypopharynx, Larynx, and Trachea / Tumors of bone and cartilage / Osteosarcoma",,
1093,"JAX",2600,"laryngeal carcinoma",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2261","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Angiosarcoma",,
1094,"JAX",2600,"laryngeal carcinoma",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2298","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Fibrosarcoma",,
1095,"JAX",2600,"laryngeal carcinoma",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2319","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Leiomyosarcoma",,
1096,"JAX",2600,"laryngeal carcinoma",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2324","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Malignant fibrous histiocytoma",,
1097,"JAX",2600,"laryngeal carcinoma",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2326","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Malignant peripheral nerve sheath tumor",,
1098,"JAX",2600,"laryngeal carcinoma",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2373","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Rhabdomyosarcoma",,
1099,"JAX",2600,"laryngeal carcinoma",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2386","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / SyNvial sarcoma",,
1100,"JAX",2600,"laryngeal carcinoma",-1,0,"OmniDx_0042","Kaposi's Sarcoma","Solid Tumor","MD-2314","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Kaposi sarcoma",,
1101,"JAX",2600,"laryngeal carcinoma",-1,0,"OmniDx_0046","Lipomatous Neoplasms","Solid Tumor","MD-2322","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Liposarcoma",,
1102,"JAX",2876,"laryngeal squamous cell carcinoma",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1409","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma",,
1103,"JAX",2876,"laryngeal squamous cell carcinoma",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2231","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma / Acantholytic squamous cell carcinoma",,
1104,"JAX",2876,"laryngeal squamous cell carcinoma",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2243","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma / AdeNsquamous carcinoma",,
1105,"JAX",2876,"laryngeal squamous cell carcinoma",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2266","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma / Basal squamous cell carcinoma",,
1106,"JAX",2876,"laryngeal squamous cell carcinoma",-1,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2381","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma / Spindle cell carcinoma",,
1107,"JAX",2876,"laryngeal squamous cell carcinoma",-1,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2389","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma / Verrucous carcinoma",,
1108,"JAX",2596,"larynx cancer",0,0,,,,"MD-0085","Head & Neck / Hypopharynx, Larynx, and Trachea",,
1109,"JAX",2596,"larynx cancer",0,0,,,,"MD-0492","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors",,
1110,"JAX",2596,"larynx cancer",0,0,,,,"MD-0495","Head & Neck / Hypopharynx, Larynx, and Trachea / Tumors of bone and cartilage",,
1111,"JAX",2596,"larynx cancer",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-0479","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors",,
1112,"JAX",2596,"larynx cancer",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1327","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Giant cell carcinoma",,
1113,"JAX",2596,"larynx cancer",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1340","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Lymphoepithelial carcinoma",,
1114,"JAX",2596,"larynx cancer",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1343","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Malignant salivary gland-type tumor",,
1115,"JAX",2596,"larynx cancer",-1,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1409","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma",,
1116,"JAX",2596,"larynx cancer",-1,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2231","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma / Acantholytic squamous cell carcinoma",,
1117,"JAX",2596,"larynx cancer",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2237","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Malignant salivary gland-type tumor / AdeNid carcinoma",,
1118,"JAX",2596,"larynx cancer",-1,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2243","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma / AdeNsquamous carcinoma",,
1119,"JAX",2596,"larynx cancer",-1,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2266","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma / Basal squamous cell carcinoma",,
1120,"JAX",2596,"larynx cancer",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2332","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Malignant salivary gland-type tumor / Mucoepidermoid",,
1121,"JAX",2596,"larynx cancer",-1,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2361","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma / Papillary squamous cell carcinoma",,
1122,"JAX",2596,"larynx cancer",-1,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2381","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma / Spindle cell carcinoma",,
1123,"JAX",2596,"larynx cancer",-1,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2389","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma / Verrucous carcinoma",,
1124,"JAX",2596,"larynx cancer",-1,0,"OmniDx_0005","Melanoma","Solid Tumor","MD-0484","Head & Neck / Hypopharynx, Larynx, and Trachea / Mucosal melanoma",,
1125,"JAX",2596,"larynx cancer",-1,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-0488","Head & Neck / Hypopharynx, Larynx, and Trachea / Neuroendocrine tumors",,
1126,"JAX",2596,"larynx cancer",-1,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-1284","Head & Neck / Hypopharynx, Larynx, and Trachea / Neuroendocrine tumors / Atypical carcinoid",,
1127,"JAX",2596,"larynx cancer",-1,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-1295","Head & Neck / Hypopharynx, Larynx, and Trachea / Neuroendocrine tumors / Combined small carcinoma, neuroendocrine type",,
1128,"JAX",2596,"larynx cancer",-1,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-1406","Head & Neck / Hypopharynx, Larynx, and Trachea / Neuroendocrine tumors / Small cell carcinoma, neuroendocrine type",,
1129,"JAX",2596,"larynx cancer",-1,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-1414","Head & Neck / Hypopharynx, Larynx, and Trachea / Neuroendocrine tumors / Typical carcinoid",,
1130,"JAX",2596,"larynx cancer",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1292","Head & Neck / Hypopharynx, Larynx, and Trachea / Tumors of bone and cartilage / Chondroma",,
1131,"JAX",2596,"larynx cancer",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1293","Head & Neck / Hypopharynx, Larynx, and Trachea / Tumors of bone and cartilage / Chondrosarcoma",,
1132,"JAX",2596,"larynx cancer",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1328","Head & Neck / Hypopharynx, Larynx, and Trachea / Tumors of bone and cartilage / Giant cell tumor",,
1133,"JAX",2596,"larynx cancer",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1345","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors",,
1134,"JAX",2596,"larynx cancer",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1376","Head & Neck / Hypopharynx, Larynx, and Trachea / Tumors of bone and cartilage / Osteosarcoma",,
1135,"JAX",2596,"larynx cancer",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2261","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Angiosarcoma",,
1136,"JAX",2596,"larynx cancer",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2298","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Fibrosarcoma",,
1137,"JAX",2596,"larynx cancer",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2319","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Leiomyosarcoma",,
1138,"JAX",2596,"larynx cancer",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2324","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Malignant fibrous histiocytoma",,
1139,"JAX",2596,"larynx cancer",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2326","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Malignant peripheral nerve sheath tumor",,
1140,"JAX",2596,"larynx cancer",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2373","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Rhabdomyosarcoma",,
1141,"JAX",2596,"larynx cancer",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2386","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / SyNvial sarcoma",,
1142,"JAX",2596,"larynx cancer",-1,0,"OmniDx_0042","Kaposi's Sarcoma","Solid Tumor","MD-2314","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Kaposi sarcoma",,
1143,"JAX",2596,"larynx cancer",-1,0,"OmniDx_0046","Lipomatous Neoplasms","Solid Tumor","MD-2322","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Liposarcoma",,
1144,"JAX",3752,"larynx verrucous carcinoma",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2389","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma / Verrucous carcinoma",,
1145,"JAX",7402,"L-cell glucagon-like peptide producing tumor",-1,0,,,,,,,
1146,"JAX",5138,"leiomyomatosis",-1,0,,,,,,,
1147,"JAX",1967,"leiomyosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0280","Bladder / Mesenchymal tumors / Leiomyosarcoma",,
1148,"JAX",1967,"leiomyosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0353","Breast / Mesenchymal tumors / Leiomyosarcoma",,
1149,"JAX",1967,"leiomyosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0392","Cervical / Mesenchymal tumors and tumor-like conditions / Leiomyosarcoma",,
1150,"JAX",1967,"leiomyosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0412","Colorectal / Non-epithelial tumors / Leiomyosarcoma",,
1151,"JAX",1967,"leiomyosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0447","Esophageal / Non-epithelial tumors / Leiomyosarcoma",,
1152,"JAX",1967,"leiomyosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0518","Kidney / Mesenchymal Tumor / Leiomyosarcoma",,
1153,"JAX",1967,"leiomyosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0753","Prostate / Mesenchymal tumors / Leiomyosarcoma",,
1154,"JAX",1967,"leiomyosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0869","Stomach / Non-epithelial tumors / Leiomyosarcoma",,
1155,"JAX",1967,"leiomyosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0974","Small Intestine / Non-epithelial tumors / Leiomyosarcoma",,
1156,"JAX",1967,"leiomyosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1010","Appendix / Non-epithelial tumors / Leiomyosarcoma",,
1157,"JAX",1967,"leiomyosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1026","Ureter / Mesenchymal tumors / Leiomyosarcoma 8890|3",,
1158,"JAX",1967,"leiomyosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1130","Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Leiomyosarcoma",,
1159,"JAX",1967,"leiomyosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1247","Endometrial / Mesenchymal tumors / Smooth muscle tumors / Leiomyosarcoma",,
1160,"JAX",1967,"leiomyosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1706","Prostate / Tumors of the Seminal Vesicles / Mesenchymal tumors / Leiomyosarcoma",,
1161,"JAX",1967,"leiomyosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1706","Prostate / Tumors of the Seminal Vesicles / Mesenchymal tumors / Leiomyosarcoma",,
1162,"JAX",1967,"leiomyosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1953","Other Gynecological / Fallopian Tube / Soft tissue tumors / Leiomyosarcoma",,
1163,"JAX",1967,"leiomyosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1954","Other Gynecological / Vagina / Mesenchymal tumors and tumor-like conditions / Leiomyosarcoma",,
1164,"JAX",1967,"leiomyosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1955","Other Gynecological / Vulva / Soft tissue tumors / Leiomyosarcoma",,
1165,"JAX",1967,"leiomyosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2030","Bone / Other connective tissue tumors / Malignant / Leiomyosarcoma",,
1166,"JAX",1967,"leiomyosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2319","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Leiomyosarcoma",,
1167,"JAX",1967,"leiomyosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2763","Soft Tissue / Leiomyosarcoma",,
1168,"JAX",1240,"leukemia",0,-1,,,,,,,
1169,"JAX",2696,"Leydig cell tumor",-1,0,,,,,,,
1170,"JAX",8564,"lip cancer",-1,0,,,,,,,
1171,"JAX",3315,"lipoma",-1,0,,,,,,,
1172,"JAX",3382,"liposarcoma",0,0,"OmniDx_0046","Lipomatous Neoplasms","Solid Tumor","MD-0356","Breast / Mesenchymal tumors / Liposarcoma",,
1173,"JAX",3382,"liposarcoma",0,0,"OmniDx_0046","Lipomatous Neoplasms","Solid Tumor","MD-1054","Mediastinum & Thymus / Mesenchymal tumors of the thymus and mediastinum / Liposarcoma of the mediastinum 8850|3",,
1174,"JAX",3382,"liposarcoma",0,0,"OmniDx_0046","Lipomatous Neoplasms","Solid Tumor","MD-1132","Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Liposarcoma (intracranial)",,
1175,"JAX",3382,"liposarcoma",0,0,"OmniDx_0046","Lipomatous Neoplasms","Solid Tumor","MD-1707","Prostate / Tumors of the Seminal Vesicles / Mesenchymal tumors / Liposarcoma",,
1176,"JAX",3382,"liposarcoma",0,0,"OmniDx_0046","Lipomatous Neoplasms","Solid Tumor","MD-1746","Soft Tissue / Adipocytic Tumours / Malignant / Dedifferentiated liposarcoma",,
1177,"JAX",3382,"liposarcoma",0,0,"OmniDx_0046","Lipomatous Neoplasms","Solid Tumor","MD-1791","Soft Tissue / Adipocytic Tumours / Malignant / Liposarcoma, not otherwise specified",,
1178,"JAX",3382,"liposarcoma",0,0,"OmniDx_0046","Lipomatous Neoplasms","Solid Tumor","MD-1958","Other Gynecological / Vulva / Soft tissue tumors / Liposarcoma",,
1179,"JAX",3382,"liposarcoma",0,0,"OmniDx_0046","Lipomatous Neoplasms","Solid Tumor","MD-2032","Bone / Other connective tissue tumors / Malignant / Liposarcoma",,
1180,"JAX",3382,"liposarcoma",0,0,"OmniDx_0046","Lipomatous Neoplasms","Solid Tumor","MD-2322","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Liposarcoma",,
1181,"JAX",3571,"liver cancer",0,0,"OmniDx_0025","Liver and Bile Duct Cancer","Solid Tumor",,,,
1182,"JAX",686,"liver carcinoma",0,0,"OmniDx_0025","Liver and Bile Duct Cancer","Solid Tumor",,,,
1183,"JAX",901,"liver lymphoma",0,-1,,,,,,,
1184,"JAX",3010,"lobular neoplasia",-1,0,,,,,,,
1185,"JAX",3910,"lung adenocarcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-0571","Lung / Malignant Epithelial / Adenocarcinoma",,
1186,"JAX",3910,"lung adenocarcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-1475","Lung / Malignant Epithelial / Adenocarcinoma / Invasive",,
1187,"JAX",3910,"lung adenocarcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-2392","Lung / Malignant Epithelial / Adenocarcinoma / Invasive / Acinar type",,
1188,"JAX",3910,"lung adenocarcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-2399","Lung / Malignant Epithelial / Adenocarcinoma / Invasive / Micropapillary type",,
1189,"JAX",3910,"lung adenocarcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-2401","Lung / Malignant Epithelial / Adenocarcinoma / Invasive / Mixed subtypes",,
1190,"JAX",3910,"lung adenocarcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-2408","Lung / Malignant Epithelial / Adenocarcinoma / Invasive / Papillary type",,
1191,"JAX",3910,"lung adenocarcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-1490","Lung / Malignant Epithelial / Adenocarcinoma / Pure bronchioloalveolar (non-invasive)",,
1192,"JAX",3910,"lung adenocarcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-2400","Lung / Malignant Epithelial / Adenocarcinoma / Pure bronchioloalveolar (non-invasive) / Mixed mucinous|non-mucinous or indeterminate",,
1193,"JAX",3910,"lung adenocarcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-2402","Lung / Malignant Epithelial / Adenocarcinoma / Pure bronchioloalveolar (non-invasive) / Mucinous",,
1194,"JAX",3910,"lung adenocarcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-2406","Lung / Malignant Epithelial / Adenocarcinoma / Pure bronchioloalveolar (non-invasive) / Non-mucinous",,
1195,"JAX",3910,"lung adenocarcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-1495","Lung / Malignant Epithelial / Adenocarcinoma / Solid type",,
1196,"JAX",3910,"lung adenocarcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-2393","Lung / Malignant Epithelial / Adenocarcinoma / Solid type / Clear cell adenocarcinoma",,
1197,"JAX",3910,"lung adenocarcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-2395","Lung / Malignant Epithelial / Adenocarcinoma / Solid type / Conventional type with mucin",,
1198,"JAX",3910,"lung adenocarcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-2397","Lung / Malignant Epithelial / Adenocarcinoma / Solid type / Fetal adenocarcinoma",,
1199,"JAX",3910,"lung adenocarcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-2403","Lung / Malignant Epithelial / Adenocarcinoma / Solid type / Mucinous (colloid) adenocarcinoma",,
1200,"JAX",3910,"lung adenocarcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-2404","Lung / Malignant Epithelial / Adenocarcinoma / Solid type / Mucinous cystoadenocarcinoma",,
1201,"JAX",3910,"lung adenocarcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-2410","Lung / Malignant Epithelial / Adenocarcinoma / Solid type / Signet ring adenocarcinoma",,
1202,"JAX",3910,"lung adenocarcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-2759","Lung / Malignant Epithelial / Adenocarcinoma with bronchioloalveolar features",,
1203,"JAX",3910,"lung adenocarcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-0573","Lung / Malignant Epithelial / Adenosquamous carcinoma",,
1204,"JAX",1324,"lung cancer",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor",,,,
1205,"JAX",3905,"lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor",,,,
1206,"JAX",4556,"lung large cell carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-0587","Lung / Malignant Epithelial / Large cell carcinoma",,
1207,"JAX",2784,"lung sarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0574","Lung / Mesenchymal / Angiosarcoma",,
1208,"JAX",2784,"lung sarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0595","Lung / Mesenchymal / Pulmonary artery sarcoma",,
